ID,Product Name,Price
1352,BAGDAT KARABIBER EKO QUADRO 185 GR,"229,00"
1353,BAGDAT KARABIBER TANE 40GR,"62,50"
1354,BAGDAT KARANFIL 15GR,"44,50"
1355,BAGDAT KEKIK EKO QUADRO 60 GR,"114,00"
1356,BAGDAT KIMYON QUADRO 75 GR,"55,00"
1357,BAGDAT KOFTE HARCI 90GR,"40,00"
1358,BAGDAT KUS UZUMU 40GR,"57,00"
1359,BAGDAT LIMON TUZU 275GR,"103,00"
1360,BAGDAT LIMON TUZU POSET 60GR,"36,00"
1361,BAGDAT MAHLEP 30GR,"143,50"
1362,BAGDAT MAVI HASHAS 80GR,"58,00"
1363,BAGDAT NANE EKO QUADRO 70 GR,"63,00"
1364,BAGDAT PILIC-TAVUK HARCI 65 GR,"45,50"
1365,BAGDAT PUL BIBER EKO QUADRO 210 GR,"144,00"
1366,BAGDAT PUL BIBER EXTRA ACI 80GR,"65,50"
1367,BAGDAT SUSAM 75 GR,"38,00"
1368,BAGDAT TARCIN KABUK 45GR,"62,50"
1369,BAGDAT TARCIN TOZ 45GR,"44,50"
1370,BAGDAT TOZ BIBER ACI 75GR,"61,00"
1371,BAGDAT YENI BAHAR POSET 40GR,"72,50"
1372,BANVIT KOKTEYL SOSIS 1000GR,"230,00"
1373,BANVIT PILIC SALAM 750GR,"105,00"
1374,BANVIT PILIC YAPRAK DONER 200 GR,"99,00"
1375,BARILLA MAKARNA ARPA SEHRIYE 500GR,"45,00"
1376,BARILLA MAKARNA BURGU 500GR,"45,00"
1377,BARILLA MAKARNA FIYONK 500GR,"45,00"
1378,BARILLA MAKARNA KALEM 500 GR,"45,00"
1379,BARILLA MAKARNA KELEBEK 500GR,"45,00"
1380,BARILLA MAKARNA SPAGETTI 500GR,"45,00"
1381,BARILLA MAKARNA YASSI SPAGETTI 500GR,"45,00"
1382,BASAK KOFTE HARCI 100 GR,"19,50"
1383,BASAK MANGAL TAVUK HARCI 60 GR,"24,50"
1384,BASAK TAVUK HARCI 100 GR,"19,50"
1385,BASAK TOZ ET BULYON 100GR,"36,90"
1386,BASAK TOZ TAVUK BULYON 100GR,"36,90"
1387,BIBER CARLISTON,"79,90"
1388,BIBER SIVRI,"99,50"
1389,BILLUR TUZ 1500GR,"46,50"
1390,BILLUR TUZ IRI SALAMURA 3KG,"44,50"
1391,BILLUR TUZ IYOTLU 3KG,"91,50"
1392,BILLUR TUZ IYOTLU POSET 750GR,"23,50"
1393,BILLUR TUZ IYOTLU TUZLUKLU 500 GR,"28,50"
1394,BURCU BARBUNYA PLAKI 400GR TNK,"48,50"
1395,BURCU DOMATES SALCASI EV TIPI CAM 1500 GR,"151,50"
1396,BURCU GARNITUR KONSERVESI 570GR CAM,"53,50"
1397,BUREMIS FINDIKLI SEKERPARE TATLI 200GR,"49,50"
1398,BUREMIS KEMAL PASA 125GR,"47,50"
1399,BUREMIS PEYNIR TATLISI 150GR,"70,00"
1400,BUREMIS SEKERPARE SADE 200GR,"41,50"
1401,CALVE ACI SOS 265 GR,"79,50"
1402,CALVE BARBEKU SOS 290 GR,"79,50"
1403,CALVE CHEDDAR SOS 240 GR,"79,50"
1404,CALVE KETCAP 400GR,"72,90"
1405,CALVE KETCAP 400GR ACI,"72,90"
1406,CALVE KETCAP 600 GR,"91,50"
1407,CALVE KETCAP 600 GR ACILI,"91,50"
1408,CALVE MAYONEZ 350 GR,"99,90"
1409,CALVE MAYONEZ 540 GR,"126,90"
1410,CALVE MAYONEZ SARIMSAKLI 245 GR,"79,50"
1411,CALVE RANCH SOS 245 GR,"79,50"
1412,CALVE SET KETCAP 600GR + MAYONEZ 540GR,"189,00"
1413,CALVE SET KETCAP ACI 400GR + MAYONEZ 350GR,"109,90"
1414,CEREZZA SUT MISIR SUPER 107GR,"50,00"
1415,CEVHER IRI SALAMURA TUZ 3000GR,"37,90"
1416,CEVHER TUZ 10KG,"52,90"
1417,CEVHER TUZ 1500GR,"24,90"
1418,CEVHER TUZ 3000GR,"39,90"
1419,CEVHER TUZ 750GR,"17,90"
1420,DANA KIYMA KG,"0,00"
1421,DARDANEL TON KLASIK 75 GR 4LU,"199,90"
1422,DOMATES KG,"64,90"
1423,DR OETKER KAZANDIBI 165GR,"21,90"
1424,DR OETKER PIZZA GUSEPPE SUCUKLU 402 GR,"179,90"
1425,DR OETKER PIZZA GUSEPPE SUPREME 415 GR,"179,90"
1426,DR OETKER PIZZA RISTORANTE MINI MISTA 600 GR,"264,90"
1427,DR OETKER PIZZA RISTORANTE MINI MOZORELLA 560GR,"264,90"
1428,DR OETKER TATLI SOSU BITTER CIKOLATALI 125GR,"32,25"
1429,DR OETKER TATLI SOSU MEYVELI 80GR,"23,90"
1430,DR OETKER TAVUK GOGSU 125GR,"21,90"
1431,DR OETKER TRILECE KARAMEL SOSLU 315GR,"98,00"
1432,DURU BASBASI BULGUR 1 KG,"61,50"
1433,DURU ESMER CIG KOFTELIK BULGUR 1 KG,"57,25"
1434,DURU KOFTELIK BULGUR 1 KG,"61,50"
1435,DURU PILAVLIK BULGUR 1 KG,"61,50"
1436,EKER KESKUL 150 GR,"45,00"
1437,EKER PUDING CIKOLATALI 80GR,"25,00"
1438,EKER SUPANGLE 150 GR,"45,00"
1439,EKER SUTLAC 150 GR,"45,00"
1440,EKER TAVUK GOGSU 150 GR,"45,00"
1441,ELMA EGIRDIR GOLDEN KG,"69,90"
1442,ELMA EGIRDIR STAR KG,"69,90"
1443,ETI ETIMEK KLASIK 143 GR,"39,90"
1444,ETI ETIMEK TUZSUZ 148GR,"39,90"
1445,FILIZ IRMIK 500 GR,"37,50"
1446,FILIZ MAKARNA ARPA SEHRIYE 500GR,"26,00"
1447,FILIZ MAKARNA BONCUK 500GR,"26,00"
1448,FILIZ MAKARNA BURGU 500GR,"26,00"
1449,FILIZ MAKARNA DIRSEK 500GR,"26,00"
1450,FILIZ MAKARNA ERISTE 500GR,"26,00"
1451,FILIZ MAKARNA ERISTE 5KG,"275,00"
1452,FILIZ MAKARNA FIRIN 500GR,"26,00"
1453,FILIZ MAKARNA FIYONK 500GR,"26,00"
1454,FILIZ MAKARNA FIYONK 5KG,"275,00"
1455,FILIZ MAKARNA INCE UZUN 500GR,"26,00"
1456,FILIZ MAKARNA KALEM 500GR,"26,00"
1457,FILIZ MAKARNA KUSKUS 500GR,"26,00"
1458,FILIZ MAKARNA MANTI 500GR,"26,00"
1459,FILIZ MAKARNA SPAGETTI 500GR,"26,00"
1460,FILIZ MAKARNA TEL SEHRIYE 500GR,"26,00"
1461,FILIZ MAKARNA YILDIZ SEHRIYE 500 GR,"26,00"
1462,FILIZ MAKARNA YUKSUK 500GR,"26,00"
1463,GELINCIK MAVI HAS HAS 200GR,"49,90"
1464,GUNSU AYCICEKYAGI 1LT,"118,75"
1465,GUNSU AYCICEKYAGI 2LT,"225,00"
1466,GUNSU AYCICEKYAGI 500 ML,"65,00"
1467,HASTEL KADAYIF 400 GR,"71,50"
1468,HAVUC - KG,"29,90"
1469,INDO MIE HAZIR NOODLE DANA ETI CESNILI BARDAK 60GR,"33,50"
1470,INDO MIE HAZIR NOODLE KORI CESNILI BARDAK 60GR,"33,50"
1471,INDO MIE HAZIR NOODLE KORI CESNILI 70 GR,"16,00"
1472,INDO MIE HAZIR NOODLE SEBZE CESNILI 70 GR,"16,00"
1473,INDO MIE HAZIR NOODLE SEBZE CESNILI BARDAK 60GR,"33,50"
1474,INDO MIE HAZIR NOODLE SPESIYAL CESNILI 70 GR,"16,00"
1475,INDO MIE HAZIR NOODLE TAVUK CESNILI 70 GR,"16,00"
1476,INDO MIE HAZIR NOODLE TAVUK CESNILI BARDAK 60GR,"33,50"
1477,KARTAL MAKARNA ARPA SEHRIYE 500GR,"19,00"
1478,KARTAL MAKARNA ARPA SEHRIYE 5KG,"190,00"
1479,KARTAL MAKARNA BONCUK 500GR,"19,00"
1480,KARTAL MAKARNA BONCUK 5KG,"190,00"
1481,KARTAL MAKARNA BURGU 500GR,"19,00"
1482,KARTAL MAKARNA BURGU 5KG,"190,00"
1483,KARTAL MAKARNA ERISTE 500GR,"19,00"
1484,KARTAL MAKARNA ERISTE 5KG,"190,00"
1485,KARTAL MAKARNA INCE UZUN 500GR,"19,00"
1486,KARTAL MAKARNA INCE UZUN 5KG,"190,00"
1487,KARTAL MAKARNA MANTI 500GR,"19,00"
1488,KARTAL MAKARNA ORTA KESME 500GR,"19,00"
1489,KARTAL MAKARNA ORTA KESME 5KG,"190,00"
1490,KARTAL MAKARNA SPAGETTI 500GR,"19,00"
1491,KARTAL MAKARNA SPAGETTI 5KG,"190,00"
1492,KARTAL MAKARNA TEL SEHRIYE 500GR,"19,00"
1493,KEMAL KUKRER ELMA SIRKE 1000 ML,"202,50"
1494,KEMAL KUKRER ELMA SIRKE CAM 500ML,"131,50"
1495,KEMAL KUKRER NAR EKSILI SOS 500 GR,"162,50"
1496,KEMAL KUKRER NAR EKSILI SOS 750 ML,"257,50"
1497,KEMAL KUKRER NAR EKSISI 250ML,"225,00"
1498,KEMAL KUKRER NAR EKSISI CAM 250ML 2LI FIRSAT PKT,"435,00"
1499,KEMAL KUKRER PET UZUM SIRKE 2LT,"245,00"
1500,KEMAL KUKRER UZUM SIRKESI 500ML CAM,"123,50"
1501,KEMAL KUKRER UZUM SIRKESI PVC 5 KG (D05),"525,00"
1502,KENT MISSBON KAHVELI 43 GR,"15,00"
1503,KENT MISSBON TEREYAGLI 43GR 2636,"15,00"
1504,KENT OLIPS FISEK EXTRA 28GR,"12,50"
1505,KENT OLIPS FISEK LIMON PORTAKAL 28GR,"12,50"
1506,KENT OLIPS FISEK MENTOL& OKALIPTUS 28GR,"12,50"
1507,KENT OLIPS FISEK NANE 28GR,"12,50"
1508,KENT SEKER KG,"249,00"
1509,KENT SIPSEVDI CILEK VE MUZ AROMALI 25GR,"19,90"
1510,KENT TOFITA SEKER BOGURTLEN 47GR,"15,00"
1511,KENT TOFITA SEKER CILEKLI 47GR,"15,00"
1512,KENT TOFITA SEKER PORTAKAL 47GR,"15,00"
1513,"KENT TOFITA YUMIYUM CILEKLI 6,7GR","5,00"
1514,"KENT TOFITA YUMIYUM PORTAKALLI 6,7GR","5,00"
1515,"KENT TOFITA YUMIYUM VISNELI 6,7GR","5,00"
1516,KIVI KG,"139,50"
1517,KIVIRCIK MARUL ADET,"59,50"
1518,KNOR CABUK NOODLE ACILI DOMATESLI 66 GR,"15,50"
1519,KNOR CABUK NOODLE KORILI 66GR,"12,90"
1520,KNOR CABUK NOODLE TAVUK CESNILI 66 GR,"15,50"
1521,KNORR CABUK CORBA EZOGELIN 22GR,"16,50"
1522,KNORR CABUK CORBA MERCIMEK 22GR,"16,50"
1523,KNORR CESNI TAVUK MANGAL LEZZETI 32GR,"46,90"
1524,KNORR CORBA EZOGELIN 80GR,"32,90"
1525,KNORR CORBA ISKEMBE KLASIK 80GR,"32,90"
1526,KNORR CORBA KREMALI DOMATES 74GR,"32,90"
1527,KNORR CORBA KREMALI MANTAR 68GR,"32,90"
1528,KNORR CORBA KREMALI TAVUK 65GR,"32,90"
1529,KNORR CORBA MERCIMEK 76GR,"32,90"
1530,KNORR CORBA SEHRIYELI TAVUK 51GR,"32,90"
1531,KNORR CORBA TARHANA CORBASI 78GR,"32,90"
1532,KNORR CORBA YAYLA GELENEKSEL TURK MUTFAGI 80,"32,90"
1533,KNORR PANE HARCI 90GR,"46,90"
1534,KNORR PANE HARCI CITIR 90GR,"46,90"
1535,KRISTAL ZEYTINYAGI RIVIERA TNK 1LT,"385,00"
1536,KRISTAL ZEYTINYAGI RIVIERA TNK 5LT,"1425,00"
1537,KRISTAL ZEYTINYAGI SIZMA 500GR,"245,00"
1538,LEZITA CITIR KOVA,"270,00"
1539,LEZITA KASAP KOFTE DOND. 300 GR,"80,00"
1540,LEZITA NUGGET DOND. 300 GR,"85,00"
1541,LEZITA PARMAK KOFTE DOND. 275 GR,"80,00"
1542,LEZITA PILIC DOND. DILIMLI 1000 GR,"340,00"
1543,LEZITA PILIC YAPRAK DONER 200 GR,"110,00"
1544,LEZITA SALAM 250GR,"60,00"
1545,LIMON KG,"109,50"
1546,MANDALINA GREMENTIN,"29,90"
1547,MARMARA BIRLIK NATUREL SIZMA ZEYTINYAGI 1 LT PET,"395,00"
1548,MARMARA BIRLIK NATUREL SIZMA ZEYTINYAGI 250 GR PET,"105,00"
1549,MARMARA BIRLIK NATUREL SIZMA ZEYTINYAGI 500 ML PET,"200,00"
1550,MARMARA BIRLIK RIVIERA ZEYTINYAGI 1 LT PET,"300,00"
1551,MARMARA BIRLIK RIVIERA ZEYTINYAGI 250GR PET,"85,00"
1552,MARMARA BIRLIK RIVIERA ZEYTINYAGI 500 ML PET,"163,50"
1553,MAYDONOZ-ADET,"20,00"
1554,MEVSIM ASMA YAPRAGI 1500 GR,"194,90"
1555,MEVSIM TURSU BIBERIYE 1500 GR,"239,90"
1556,MEVSIM TURSU JALAPENO 1400 GR,"134,90"
1557,MEVSIM TURSU KARISIK 1500GR,"104,90"
1558,MEVSIM TURSU SALATALIK 1500GR,"134,90"
1559,MEVSIM TURSU SALATALIK TURSUSU 5000GR,"299,90"
1560,MEVSIM TURSU YAKAN BIBER 1500 GR,"189,90"
1561,MIHRIOGLU ELYAPIMI ERISTE 400GR,"139,50"
1562,MIHRIOGLU ELYAPIMI MANTI 400GR,"177,50"
1563,MIHRIOGLU ELYAPIMI TARHANA 750GR,"233,50"
1564,MUZ YERLI-KG,"89,90"
1565,NAMAL KOFTE CST 700 GR,"195,00"
1566,NAMAL PILIC KASAP KOFTE 300 GR,"100,00"
1567,NAMAL POSETLI KASAP KOFTE 900 GR,"195,00"
1568,NAMET 7/24 HINDI FUME 60 GR,"37,50"
1569,NAMET DANA MACAR SALAM 7/24 50 GR,"48,00"
1570,NAMET DANA SUCUK ISIL ISLEM GORMUS 200 GR,"191,00"
1571,NAMET HINDI SALAM 7/24 60 GR 18 LI,"26,50"
1572,NAMET SOFRAM PILIC KOKTEYL SOSIS 250 GR,"66,50"
1573,NESTLE POLO ORIGINAL SEKER 34 GR,"24,50"
1574,NUHUN ANKARA MAKARNASI ARPA SEHRIYE 500GR,"30,00"
1575,NUHUN ANKARA MAKARNASI BONCUK 500GR,"30,00"
1576,NUHUN ANKARA MAKARNASI BUKLE 500GR,"30,00"
1577,NUHUN ANKARA MAKARNASI BURGU 500GR,"30,00"
1578,NUHUN ANKARA MAKARNASI ERISTE 500GR,"30,00"
1579,NUHUN ANKARA MAKARNASI FIRIN 500GR,"30,00"
1580,NUHUN ANKARA MAKARNASI FIYONK 500GR,"30,00"
1581,NUHUN ANKARA MAKARNASI INCE UZUN 500GR,"30,00"
1582,NUHUN ANKARA MAKARNASI IRMIK 500 GR,"32,50"
1583,NUHUN ANKARA MAKARNASI KUSKUS 500GR,"30,00"
1584,NUHUN ANKARA MAKARNASI MANTI 500GR,"30,00"
1585,NUHUN ANKARA MAKARNASI SEBZELI BURGU 350GR,"32,50"
1586,NUHUN ANKARA MAKARNASI SEBZELI NUHUN GEMISI 350GR,"32,50"
1587,NUHUN ANKARA MAKARNASI SPAGETTI 500GR,"30,00"
1588,NUHUN ANKARA MAKARNASI TEL SEHRIYE 500GR,"30,00"
1589,NUHUN ANKARA MAKARNASI YUKSUK 500GR,"30,00"
1590,OLIN AYCICEK YAGI PED 2LT,"248,75"
1591,OLIN AYCICEK YAGI PET 1LT,"127,50"
1592,"OLIN AYCICEK YAGI PET 4,5LT","480,00"
1593,OLIN AYCICEK YAGI TNK 5LT,"543,50"
1594,OLIN MISIR YAGI TENEKE 5LT,"493,50"
1595,OLIN MISIRYAGI 2LT,"217,50"
1596,ONCU BIBER ACI BIBER SALCASI 1650 KG,"279,90"
1597,ONCU BIBER TATLI SALCA 1650KG,"279,90"
1598,ONCU DOMATES SALCASI 1650GR,"168,00"
1599,ONCU DOMATES SALCASI 4300GR,"412,50"
1600,ORKIDE YAG AYCICEK PET 5LT,"510,00"
1601,PATLICAN-KG,"99,50"
1602,PINAR AC BITIR BUYUK DILIM SALAM 60 GR,"33,50"
1603,PINAR AC BITIR SOSIS KOKTEYL 170 GR,"70,00"
1604,PINAR BALIK KALAMAR 400 GR,"480,00"
1605,PINAR BALIK KARIDES 400 GR,"500,00"
1606,PINAR DOYUM HINDI SALAM 700 GR,"204,50"
1607,PINAR KAHVALTI KEYFI TOST KASAR 600 GR,"229,90"
1608,PINAR KETCAP 420GR,"64,50"
1609,PINAR KETCAP 420GR ACI,"64,50"
1610,PINAR KETCAP 420GR+MAYONEZ 350 GR,"146,50"
1611,PINAR KETCAP 600GR,"80,00"
1612,PINAR KETCAP 600GR ACI,"80,00"
1613,PINAR KETCAP 600GR+MAYONEZ 500GR,"181,00"
1614,PINAR MAYONEZ PLASTIK SISE 350GR,"96,50"
1615,PINAR SALAM DOYUM 225GR,"72,50"
1616,PINAR SOSIS EKO 430GR,"440,00"
1617,PINAR YORUK KANGAL SUCUK 225 GR,"85,50"
1618,PINAR YORUK SOSIS 430 GR,"120,50"
1619,PORTAKAL FINIKE -KG,"49,90"
1620,"ROCCO SIKI SEKER MANDALIN KARPUZ 19,5GR","29,00"
1621,SAFIR KAYA TUZU 500GR TUZLUKLU,"24,90"
1622,SALATALIK KG,"129,50"
1623,SEDEF DOMATES SALCASI 1/1,"32,50"
1624,SOZ TOZ SEKER 1KG,"46,50"
1625,SOZ TOZ SEKER 2KG,"87,50"
1626,SUPERFRESH BEZELYE 450 GR,"59,50"
1627,SUPERFRESH CITIR HALKA SOGAN KROKET 450GR,"84,90"
1628,SUPERFRESH ELMA DIL.PAT.1 KG,"154,90"
1629,SUPERFRESH GOURMET HAMBURGER 500GR,"449,90"
1630,SUPERFRESH ISPANAK 450 GR,"51,90"
1631,SUPERFRESH KAYSERI MANTISI 400 GR,"64,90"
1632,SUPERFRESH KLASIK TON BALIGI 3*80 GR,"119,90"
1633,SUPERFRESH MILFOY 1KG,"99,90"
1634,SUPERFRESH MISIR 3*220GR,"49,90"
1635,SUPERFRESH MISIR 450GR 6196-3,"74,50"
1636,SUPERFRESH PATATES 1000 GR,"149,90"
1637,SUPERFRESH PIZZA KING SLIMMO 640 GR,"84,90"
1638,SUPERFRESH PIZZA TAS FIRIN GURME 355 GR,"0,00"
1639,SUPERFRESH RULO BOREK ISPANAKLI 500GR,"84,90"
1640,SUPERFRESH RULO BOREK PATATESLI 500GR,"84,90"
1641,SUPERFRESH RULO BOREK PEYNIRLI 500GR,"84,90"
1642,SUPERFRESH SUPER TON BALIGI 2*160 GR,"99,90"
1643,SUPERFRESH SUPER TON BALIGI 3*80GR,"99,90"
1644,SUPERFRESH TEREYAGLI MILFOY HAMURU 1 KG,"106,90"
1645,TAT BEZELYE 680GR,"69,50"
1646,TAT BEZELYE 850GR TNK,"66,50"
1647,TAT GARNITUR CAM 340GR,"45,90"
1648,TAT HASLANMIS NOHUT 850 GR TNK,"68,50"
1649,TAT KETCAP + MAYONEZ 650CC,"125,00"
1650,TAT KETCAP 600GR ACI,"77,50"
1651,TAT KETCAP 650 GR,"77,50"
1652,TAT MISIR KONSERVESI 3 AL 2 ODE 220GRX3,"109,00"
1653,TAT PILAKI BARBUNYA 400 GR,"55,50"
1654,TAT SALCA BIBER 550GR ACI,"94,90"
1655,TAT SALCA DOMATES 350GR CAM,"54,50"
1656,TAT SALCA DOMATES 4300 GR,"299,90"
1657,TAT SALCA DOMATES 710GR CAM,"100,00"
1658,TAT SALCA DOMATES KATKISIZ 830GR TNK,"67,50"
1659,TAT SALCA TATLI BIBER 550 GR,"94,90"
1660,TAT TURSU ACI BIBER 330 GR,"83,90"
1661,TAT TURSU BIBERIYE 330 GR,"83,90"
1662,TAT TURSU JALAPENO BIBER 330GR,"84,00"
1663,TAT TURSU KARISIK 720 CC,"120,00"
1664,TAT TURSU KORNISON 370 GR,"100,00"
1665,TAT TURSU KORNISON 720 CC,"157,50"
1666,TAZE PATATES KG,"22,90"
1667,TERE-ROKA,"20,00"
1668,TOPITOP,"5,00"
1669,TORKU KUP SEKER 1000GR 360LI,"63,90"
1670,TORKU KUP SEKER 1000GR 405LI,"63,90"
1671,TORKU KUP SEKER 750GR,"49,00"
1672,TOROS BUTUN PILIC KG,"240,00"
1673,TOROS IZGARA TAVA KG,"300,00"
1674,TOROS KIYMA DONER 250 GR,"410,00"
1675,TOROS KIYMALI MANTI 500 GR,"170,00"
1676,TOROS TAVUK BAGET KG,"275,00"
1677,TOROS TAVUK BONFILE KG,"435,00"
1678,TOROS TAVUK BUT KG,"230,00"
1679,TOROS TAVUK DONER 250 GR,"180,00"
1680,TOROS TAVUK KANAT KG,"450,00"
1681,TOZ SEKER - DOKME,"41,90"
1682,TRAKYAG AYCICEK YAGI 5LT TNK,"545,00"
1683,TUKAS ACI BIBER SOSU PAPRICA 335 GR,"49,90"
1684,TUKAS BEZELYE 1/1 TNK 830 GR,"53,00"
1685,TUKAS BEZELYE 680 GR,"52,50"
1686,TUKAS BIBER SALCASI 700 GR,"135,00"
1687,TUKAS BIBER SALCASI ACI 700 GR,"135,00"
1688,TUKAS GARNITUR 560 GR,"47,90"
1689,TUKAS HASLANMIS BARBUNYA 800 GR,"58,50"
1690,TUKAS HASLANMIS FASULYE 800 GR,"52,00"
1691,TUKAS HASLANMIS NOHUT 800GR,"56,90"
1692,TUKAS KAHVALTILIK SOS 300GR,"55,75"
1693,TUKAS KETCAP 400CC + MAYONEZ 400CC,"79,50"
1694,TUKAS KETCAP 700 CC + MAYONEZ 600 CC,"105,00"
1695,TUKAS KETCAP CATERING 700GR,"40,00"
1696,TUKAS KETCAP CATERING 700GR ACILI,"40,00"
1697,TUKAS KOZLENMIS BIBER 660 GR,"94,50"
1698,TUKAS KOZLENMIS PATLICAN 540 GR,"68,00"
1699,TUKAS MAYONEZ CATERING 600GR,"40,00"
1700,TUKAS MISIR KONSERVESI EKO PAKET 220 GR 3 LU,"80,00"
1701,TUKAS PILAKI BARBUNYA 400GR,"67,50"
1702,TUKAS PILAKI FASULYE 400 GR,"57,50"
1703,TUKAS SALCA DOMATES 1650 GR,"174,90"
1704,TUKAS SALCA DOMATES 4350 GR,"299,90"
1705,TUKAS SALCA DOMATES CAM 700GR,"64,90"
1706,TUKAS SALCA DOMATES TNK 830GR,"63,00"
1707,TUKAS TURSU BIBERIYE 325 GR,"95,00"
1708,TUKAS TURSU JALAPENO 335 GR,"95,00"
1709,TUKAS TURSU KORNISON 330 GR,"85,00"
1710,TUKAS TURSU SALATALIK NO:1 670GR,"95,00"
1711,TUKAS TURSU SALATALIK NO:2 1650GR,"132,50"
1712,TUKAS TURSU YAKAN BIBER 325 GR,"95,00"
1713,TUKAS YAPRAK SARMA 400 GR,"79,00"
1714,UCEL-MOTIF UZUM SIRKESI 5 LT,"60,00"
1715,ULKER BIZIM BULYON ET SUYU TABLET 24LU 240GR,"59,90"
1716,ULKER BIZIM CORBA DOMATES 65GR 7108,"29,90"
1717,ULKER BIZIM CORBA EZOGELIN 65GR(47105),"29,90"
1718,ULKER BIZIM CORBA ISKEMBE 65GR(47109),"29,90"
1719,ULKER BIZIM CORBA KREMALI TAVUK 65GR (7106),"29,90"
1720,ULKER BIZIM CORBA MANTAR 65GR(47207),"29,90"
1721,ULKER BIZIM CORBA MERCIMEK 65GR(47209),"29,90"
1722,ULKER BIZIM CORBA SEHRIYELI TAVUK 65GR(47107),"29,90"
1723,ULKER BIZIM CORBA TARHANA 65GR(47205),"29,90"
1724,ULKER BIZIM CORBA YAYLA 65GR(47206),"29,90"
1725,ULKER BIZIM KETCAP 600GR,"69,90"
1726,ULKER BIZIM KOFTE HARCI 2LI 85GR,"47,75"
1727,"ULKER BONBON MEYVE AROMALI SEKER 32,5GR","19,50"
1728,"ULKER BONBON NANELIM SEKER 32,5GR","19,50"
1729,ULKER KREMINI CILEK 44GR,"19,50"
1730,ULKER KREMINI KARPUZ 44GR,"19,50"
1731,ULKER KREMINI VISNE 44GR,"19,50"
1732,ULKER ONEO 60DK DRAJE NANE AROMALI 34GR,"35,25"
1733,ULKER ONEO DRAJE KARPUZ SERINLIGI 60 GR,"57,00"
1734,ULKER TOZ KAKAO 50GR 65205,"60,00"
1735,YAYLA ASURELIK BUGDAY 1KG,"41,50"
1736,YAYLA BARBUNYA 1KG,"138,75"
1737,YAYLA BEZELYE 700 GR POSET,"39,90"
1738,YAYLA BULGUR KOFTELIK 1KG,"45,00"
1739,YAYLA BULGUR KOFTELIK 2000GR,"90,00"
1740,YAYLA BULGUR PILAVLIK 1KG,"45,00"
1741,YAYLA CIG KOFTELIK BULGUR 1KG,"45,00"
1742,YAYLA ETLI FASULYE YEMEGI 250 GR,"99,90"
1743,YAYLA ETLI NOHUT YEMEGI 250 GR,"99,90"
1744,YAYLA FASULYE SIRA 1KG,"86,50"
1745,YAYLA GARNITUR 560 GR POSET,"49,90"
1746,YAYLA GONEN BALDO 1KG,"119,50"
1747,YAYLA GONEN BALDO 2000GR,"239,00"
1748,YAYLA HASLANMIS FASULYE 700 GR,"42,90"
1749,YAYLA HASLANMIS NOHUT 700 GR,"41,90"
1750,YAYLA KABAK NOHUT 1KG-11MM,"135,00"
1751,YAYLA KIRIK PIRINC 1KG,"40,00"
1752,YAYLA KIRMIZI MERCIMEK 1KG,"71,90"
1753,YAYLA NOHUTLU BULGUR PILAVI,"33,90"
1754,YAYLA OSMANCIK BALDO 1KG,"89,50"
1755,YAYLA OSMANCIK BALDO 4KG,"350,00"
1756,YAYLA OSMANCIK BALDO PIRINC 2KG,"177,50"
1757,YAYLA SEHRIYELI PIRINC PILAVI 250 GR,"44,90"
1758,YAYLA YESIL MERCIMEK 1KG,"87,50"
1759,YAYLA YESIL MERCIMEK 2000GR,"175,00"
1760,YAYLA YESIL MERCIMEKLI BULGUR PILAVI,"33,90"
1761,YERINDEN KUP SEKER 1 KG 360 LI,"57,50"
1762,YERINDEN KUP SEKER 1 KG 405 LI,"57,50"
1763,YERINDEN KUP SEKER 750 GR,"43,50"
1764,YONCA AYCICEK YAGI 1LT,"106,50"
1765,YONCA AYCICEK YAGI 5 LT PET,"447,50"
1766,BANVIT BUTUN PILIC KG,"115,00"
1767,BANVIT BONFILE KG,"210,00"
1768,BANVIT BAGET KG,"115,00"
1769,BANVIT PIRZOLA KG,"135,00"
1770,BANVIT KANAT KG,"0,00"
1771,ALIM SOZ AYCICEK YAGI TNK 5LT,"465,00"
1772,SOZ TOZ SEKER 5KG,"189,50"
1773,FILIZ MAKARNA KELEBEK 500GR,"26,00"
1774,KNORR KOFTE HARCI 82GR,"46,90"
1775,AFYON SOZ SUCUK KG,"569,00"
1776,ITIMAT KANGAL SUCUK-KG,"900,00"
1777,KNORR BULYON ET 240GR,"64,90"
1778,KNORR BULYON ET SUYU 12*120GR,"46,90"
1779,KNORR BULYON TAVUK 12*120GR,"46,90"
1780,KNORR BULYON TAVUK 240GR,"64,90"
1781,ALBINA BISKUVI ARASI LOKUM 700 GR,"80,00"
1782,ALBINA BISKUVI ARASI LOKUM KG,"93,75"
1783,ALIM 5 LI LUX KARISIK 300 GR,"215,00"
1784,ALIM ANTEP FISTIGI 150GR,"235,00"
1785,ALIM ANTEP FISTIGI SIIRT 150GR,"179,00"
1786,ALIM CICEK BAMYA 100GR,"330,00"
1787,ALIM CIG BADEM ICI 150GR,"105,00"
1788,ALIM CIKOLATALI MEYVELI LEBLEBI 300 GR,"50,00"
1789,ALIM CIPS FISTIK 200GR,"36,00"
1790,ALIM CIPS FISTIK 500GR,"80,00"
1791,ALIM CITIR LEBLEBI 300 GR,"49,00"
1792,ALIM CITIR LEBLEBI KG,"139,00"
1793,ALIM FINDIK ICI 200 GR,"265,00"
