product_name,price (TL)
Sprite Kutu 6x250 ml,245.0
Fanta Portakal Aromalı Gazoz Pet 1 Litre,54.0
"Coca-Cola 1,5 L Pet",70.0
Coca-Cola Light 6X250 ml Kutu,245.0
"Pepsi Kola Pet 2,5 L",85.0
Monster Ultra Enerji İçeceği  Şekersiz 500 ml Kutu,54.9
Red Bull Şekersiz Enerji İçeceği 4x250 ml,195.0
"Coca-Cola Zero Sugar 2,5 L Pet",89.5
"Coca-Cola 2,5 L Pet",90.0
Monster Mango Loco Enerji İçeceği 500 ml,54.9
Sprite Zero Sugar 1 Litre Pet,54.0
Red Bull Enerji İçeceği 4x250 ml,195.0
Edelmeister Alkolsüz Malt İçecek 500 ml,69.9
"Pepsi Zero Sugar 1,5 Lt",63.0
Monster Pipeline Punch Enerji İçeceği 500 ml Kutu,54.9
"Fanta Portakal Aromalı Gazoz Pet 2,5 L",80.0
Sprite Limon Aromalı Gazoz Pet 1 Litre,54.0
Coca-Cola 4X1 L Pet,236.5
Pepsi Zero Sugar 33 Cl,45.0
"Sprite Limon Aromalı Gazoz Pet 1,5 L",70.0
Coca-Cola Zero Sugar 4X1 L Pet,225.0
Schweppes Tonik Pet 1 Litre,64.9
Fanta Zero Portakal 1 Lt,54.0
Coca-Cola 6X250 ml Şişe,280.0
Pepsi Twist Limon Aromalı Şekersiz Kola Pet 1 L,60.0
Red Bull Enerji İçeceği 250 ml,60.0
"Yedigün Portakal Meyveli Gazoz Pet 2,5 L",78.9
Pepsi Kola Pet 1 L,60.0
Coca-Cola Zero Sugar 450 ml Pet,45.0
Schweppes Limon Aromalı Gazlı İçecek Pet 1 Litre,64.9
Mentos Jöle Parçacıklı Karışık Tropikal Meyveli  Aromalı İçecek,69.5
Yedigün Portakal Meyveli Gazoz Pet 1 L,60.0
Monster Aussie Lemonade Enerji İçeceği 500 ml,54.9
Coca-Cola Light 250 ml Kutu,46.5
Coca-Cola 250 ml Kutu,44.0
Mentos Jöle Parçacıklı Karışık Orman Meyvesi  Aromalı İçecek,69.5
Schweppes Misket Limonu ve Nane Aromalı Gazlı İçecek  1 L,64.9
"Fruko Gazoz Pet 2,5 L",73.5
"Fanta Portakal 1,5 Lt",70.0
Monster Ultra Tropical Enerji İçeceği 500 ml,54.9
Schweppes Mandalina Cam 250 ml,57.5
Red Bull  Şeftali  Enerji İçeceği 250 ml,60.0
Jupiler Alkolsüz Bira 50cl,115.0
Mentos Jöle Parçacıklı Tuzlu Liçi Aromalı İçecek 340 ml,69.5
Schweppes Zero Sugar Tonik Pet Şişe 1 L,64.9
Pepsi Zero Sugar 1 Lt,60.0
Bitburger 0.0 Malt İçeceği,80.0
Edelmeister Radler Alkolsüz Malt İçecek 500 ml,69.9
Uludağ Efsane Gazoz 1 Litre,49.9
Coca-Cola 450 ml Pet,45.0
Fanta Portakal Aromalı Gazoz Pet 4x1 L,236.5
Pepsi Kola Cam Şişe 6x200 ml,165.0
"Sprite Limon Aromalı Gazoz Pet 2,5 L",81.5
Monster Enerji İçeceği 500 ml Kutu,54.9
Burn Orijinal Enerji İçeceği 4x250 ml Kutu,215.0
Coca-Cola Zero Sugar 6X250 ml Şişe,280.0
Monster Karpuz Enerji İçeceği  Şekersiz 500 ml,54.9
Uludağ Az Kalorili Gazoz Pet Şişe 1500 ml,61.5
Red Bull Enerji İçeceği 473 ml,105.0
Red Bull Şekersiz Enerji İçeceği 250 ml,60.0
Red Bull Yaban Mersini Enerji İçeceği  250 ml,60.0
Red Bull Enerji İçeceği 355 ml,80.0
Magico Cielo Viola Porpora Böğürtlen ve Ahududu Aromalı Gazlı İçecek 750 ml,185.0
Tonika Tonik 250 Ml,35.5
Tonika Mango Aromalı Tonik 250 Ml,35.5
Sprite Limon Aromalı Gazoz Pet 4x1 L,236.5
Eldritch Elixir Retro Kola Aromalı İçecek 70 ml,260.0
Schweppes Tonik Cam 250 ml,57.9
Uludağ Gazoz Light 1 Litre Pet,49.9
Lol Cream Soda Çilek Aromalı Gazlı İçecek 250 ml,35.0
Lol Cream Soda Vanilya Aromalı  Gazlı İçecek 250 ml,35.0
Lol Cream Soda Salted Caramel Aromalı Gazlı İçecek 250 ml,35.0
Lol Cream Soda Fındık Aromalı Gazlı İçecek 250 ml,35.0
Burn Orijinal Enerji İçeceği 500 ml Kutu,90.0
Coca-Cola Light 4X1 L Pet,236.5
Magico Cielo Karpuz ve Çilek Aromalı Gazlı İçecek 750 ml Crisantemo,185.0
Magico Cielo Ananas Ve Hindistan Cevizi Aromalı Gazlı İçecek 750 ml Giacinto D'Uva,185.0
Burn Orijinal Enerji İçeceği 250 ml,60.0
Okf Coco Hindistan Cevizli İçecek 500 ml,131.5
"Fruko Gazoz Pet 1,5 L",65.0
Eldritch Elixir Hindistan Cevizi ve Ananas Aromalı İçecek 70 ml,260.0
Sprite Cool Mint 1 L,60.0
Tonika Cool Lime Aromalı Tonik 250 Ml,35.5
Tonika Japon Kirazı Aromalı Tonik 250 Ml,35.5
Yedigün Portakal 33 ml,45.0
Monster Ultra Sunrise Enerji İçeceği 500 ml,54.9
7UP Limon Aromalı Gazoz Pet 1 L,60.0
Schweppes Zero Tonic 1 L + Schweppes Mandarin 1 L,147.0
Coca-Cola Zero Sugar 250 ml Şişe,52.5
Red Bull Enerji İçeceği 6x250 ml,330.0
Red Bull Karpuz Enerji İçeceği  250 ml,60.0
Fanta Portakal Aromalı Gazoz Pet 500 ml,45.0
Pepsi 330 Ml,45.0
Fanta Portakal Aromalı Gazoz Kutu 250 ml,44.0
Red Bull Hindistan Cevizi&Açai Enerji İçeceği 250 ml,60.0
Coca-Cola 250 ml Şişe,52.5
"Uludağ Efsane Gazoz 1,5 Lt",64.5
"Coca-Cola Light 1,5 L Pet",70.0
Coca-Cola Orijinal Tat Kutu 9X250 ml,367.5
Sprite Limon Aromalı Gazoz Kutu 250 ml,44.0
Haliç Altın Alkolsüz Malt İçeceği 330 ml,79.9
Uludağ Az Şekerli Portakallı Gazoz Pet Şişe 1500 ml,63.95
Schweppes Limon Aromalı Gazlı İçecek Cam 250 ml,57.5
Predator Gold Enerji İçeceği 250 ml Kutu,35.0
Pepsi Kola Pet 330 ml,35.0
Peja Zero Alkolsüz Bira 330 ml,79.95
Predator Gold Enerji İçeceği 1 L Pet,60.0
Coca-Cola 6X200 ml Şişe,199.5
Fruko Gazoz Cool Lime Pet 1 L,60.0
Çamlıca Gazoz Pet 1.5 L,42.9
Chupa Chups Drink Lemon 330 ml,120.0
Chupa Chups Drink Watermelon 330 ml,120.0
Pepsi Zero Sugar Kutu 4x330 ml,169.0
Yedigün Kutu 4x330 ml,169.0
Pepsi Kutu 4x330 ml,169.0
Okf Şekersiz Aloe Veralı İçecek 500 ml,124.9
Magico Cielo Kavun Ve Mango Aromalı Gazlı İçecek 750 ml Narciso Arancione,175.0
Magico Cielo Nane Ve Misket Limonu Aromalı Alkolsüz İçecek 750 ml Gardenia,175.0
Krombacher Alkolsüz Malt İçecek 33 Cl,69.95
Tonika Kahve Aromalı Tonik 250 ml,35.5
Seven 7Up 330 Ml,45.0
Britvic Indian Tonik 200 ml,89.9
Britvic Zencefil Aromalı  Alkolsüz İçecek  200 ml,89.9
Britvic Bıtter Limon Şekersiz Tonik 200 ml,89.9
Monki Monki Mandalina Aromalı Gazlı İçecek 350 ml,100.0
Monki Monki Misket Limonu Aromalı Gazlı İçecek 350 ml,100.0
Uludağ Tonik 250 ml Cam,50.75
Red Bull Lilac Edition Sugarfree 250 ml,60.0
Chupa Chups Drink Sour Blueberry 330 ml,120.0
Kvas Afanasy Alkolsüz Malt İçecek 500 ml,66.9
Haliç Altın Alkolsüz Malt İçeceği 6X33 CL,359.4
Organics By Red Bull Tonic Water 250 ml,40.0
Burn Passion 250 ml,60.0
Kvas Afanasy Gazlı Malt İçecek 500 ml,44.9
Kvas Afanasy Gazlı Malt İçecek 1 L,82.5
Beta Yüksek Tepeler Türk Çayı 1000 Gr,209.9
Lipton Ice Tea Şeftali Pet 1 L,48.0
Çaykur Tiryaki Çayı 1000 Gr,295.95
Fuse Tea Soğuk Çay Mango Ananas Aromalı İçecek Kutu 6x330 ml,250.0
Efor Rize Siyah Çay 1000 g,174.95
Lipton Doğu Karadeniz Dökme Siyah Çay 1000 Gr,249.95
Carrefour Harman Çay 500 g,85.0
Fuse Tea Soğuk Çay Karpuz Aromalı İçecek Kutu 6x330 ml,250.0
Lipton Ice Tea Şeftali Şekersiz Pet 1 L,48.0
Carrefour Filiz Çay 500 g,92.5
Carrefour Rize Çay 500 g,88.0
Carrefour Bergamot Aromalı Çay 500 g,95.0
Doğuş Earl Grey Demlik Poşet 100'lü,195.5
Lipton Ice Tea Şeftali Pet 2 L,80.0
Lipton Earl Grey Demlik Poşeti 48'li 153 G,89.95
Doğuş  Siyah Çay 1 kg,299.95
Çaykur Rize Turist Çay 1000 Gr,299.95
Efor Rize Siyah Çay 500 g,99.5
Carrefour Rize Çay 1000 g,174.0
Carrefour Harman Çay 1000 g,169.0
Doğuş Kırmızı Dem Çayı 1 kg,279.95
Lipton Ice Tea Limon Kutu 330 ml,45.0
Lipton Earl Grey Demlik Süzen Poşet Bergamot Aramolı Siyah Çay 100'lü,239.95
Lipton Ice Tea Mango Pet 1 L,48.0
Fuse Tea Soğuk Çay Şeftali Aromalı İçecek Cam 250 ml,50.0
Lipton Doğu Karadeniz Çayı Demlik Poşet 100'lü,209.95
Doğus Doğuş Karadeniz Demlik Poşet Çay 100'lü,129.45
Efor Filiz Siyah Çay 500 g,107.5
"Lipton Ice Tea Şeftali Pet 1,5 L",70.0
Fuse Tea Soğuk Çay Şeftali Aromalı İçecek Kutu 6x330 ml,250.0
Çaykur Tomurcuk Çay 125 Gr Teneke,77.9
Carrefour Demlik Süzen Poşet Çay 100 Adet,79.0
Lipton Ice Tea Mango Kutu 330 ml,45.0
Doğadan Yumuşak İçimli Yeşil Çay 20'li,89.5
Lipton Ice Tea Şeftali Kutu 330 ml,45.0
Fuse Tea Soğuk Çay Şeftali Aromalı İçecek Kutu 330 ml,45.0
Fuse Tea Soğuk Çay Limon Aromalı İçecek Pet 1.5 L,59.5
Çaykur 42 Nolu Tirebolu Çayı 500 Gr,197.5
Doğuş Karadeniz Çayı 1 kg,279.95
Fuse Tea Soğuk Çay Karpuz Aromalı İçecek Pet 1.5 L,59.5
Çaykur Tiryaki Çayı 500 Gr,149.95
Lipton Ahududu 1 Lt,48.0
Fuse Tea Soğuk Çay Mango Ananas Aromalı İçecek Pet 1 Litre,60.0
Çaykur Kamelya Çayı 1000 Gr,279.95
Fuse Tea Soğuk Çay Çilek&Kavun 1 L,60.0
Çaykur Çay Çiçeği 500 Gr,162.9
Lipton Earl Grey Süzen Poşet Bergamot Aromalı Siyah Çay 100'lü,255.0
Fuse Tea Soğuk Çay Şeftali Aromalı İçecek Pet 1 Litre,60.0
Carrefour Selection Rezene 100 g,67.5
Çaykur Altınbaş Demlik Poşet Bergamot Aromalı 40'lı 200 Gr,104.9
Didi Soğuk Çay Şeftalili 500 ml,25.9
Lipton Mango & Ananas Yeşil Çay 20'li,94.5
Lipton Yellow Label Demlik Poşet Siyah Çay 100'lü,239.95
Lipton Ice Tea Limon Pet 4x1 L,170.0
Doğadan Yeşil Çay 20'li,94.5
Doğadan Rezene Çayı 20'li,94.5
Doğadan İyi Uykular Çayı 18'li,99.5
Doğadan Kuşburnu Çayı 20'li,89.5
Doğuş EarlGrey Bardak Poşet 25'li,50.0
Lipton Ice Tea Limon Kutu 6x330 ml,250.0
Carrefour Demlik Süzen Poşet Çay 48 Adet,49.0
Lipton Ice Tea Şeftali Şekersiz Kutu 6x330 ml,250.0
Lipton Ice Tea Limon Pet 1 L,48.0
Çaykur Rize Turist Çay 500 Gr,158.5
Carrefour Ceylon Tea 300 g,209.9
Lipton Ihlamur Çayı 20'li 32 Gr,94.5
Doğuş Geleneksel Rize Çayı 1000 g,279.95
Lipton Yeşil Çay Şeftali Bergamot Esintisi 20'li,89.95
Lipton Ice Tea Şeftali Pet 4x1 L,170.0
Doğadan Beyaz Çay Portakal Çiçeği 18'li,107.95
Lipton Doğu Karadeniz Bardak Poşet 100'lü 200 Gr,199.95
Ahmad Tea English Breakfast 400 Gr,629.9
Doğadan Rahat Hisset Çayı 18'li,99.5
Doğadan Probiyotik Yeşil Çay Açai Ananas 14'lü,120.9
Fuse Tea Soğuk Çay Karpuz Aromalı İçecek Pet 1 Litre,60.0
Doğadan Adaçayı 20'li,94.5
Carrefour Selection Ihlamur 50 G,145.0
Doğadan Ihlamur 18'li,89.5
Çaykur Kamelya Çayı 500 Gr,147.9
Doğadan Form Kayısılı 20'li,89.5
Doğadan Dogadan Açai Yeşilçay 20'li,89.5
"Fuse Tea Soğuk Çay Mango Ananas Aromalı İçecek Pet 1,5 L",59.5
Lipton Ice Tea Karpuz & Nane Pet 1 L,48.0
Çaykur Bardak Poşet 25'li 50 G,56.5
Doğadan Kiraz Saplı Form 20'li,89.5
Fuse Tea Soğuk Çay Mango Ananas Aromalı İçecek Kutu 330 ml,45.0
Lipton Earl Grey 25'li Bardak Çay 50 G,99.95
Lipton Doğu Karadeniz Bardak Poşet 25'li 50 Gr,79.95
Çaykur Yeşil Dökme Çay 150 G,122.9
Fuse Tea Soğuk Çay Limon Aromalı İçecek 6x330 ml Kutu,250.0
Doğadan Beyaz Çay Probiyotikli Ve Kara Mürverli Çay 14'lü,114.95
Doğadan Beyaz Çay Sade 18'li,113.5
"Lipton Ice Tea Yeşil Çay Pet 1,5 L",70.0
Herby Detox Tea Karışık Bitki Çayı 36 G,104.9
Doğus Doğuş Çay Karadeniz Bardak 100'lü,154.9
Ahmad Tea Earl Grey Bardak Poşet Çay 50 G,131.9
Ahmad Tea English Breakfast Demlik Poşet Çay 48'li,251.5
Ahmad Tea Special Blend 200 Gr,379.95
Doğadan Ayvalı Ihlamur Çayı 18'li,94.5
Lipton Yellow Label Dökme Siyah Çay 1000 Gr,355.95
Lipton Bitki Çayı Tazelenme Zamanı 18'li,89.95
Lipton Yeşil Çay Osmanthus Çiçek Bahçesi 18'li,89.95
Wefood Matcha Tozu 50 Gr,495.0
Lipton Ice Tea Şeftali Kutu 6x330 ml,250.0
Lipton Kuşburnu Çayı 20'li 50 Gr,94.5
Lipton Ahududu 330 Ml,45.0
Fusetea Egzotik Ejder&Çarkıfelek Meyve Aromalı Soğuk Çay 1 L,60.0
Lipton Dökme Çay Extra Dem 500 Gr,241.5
Çaykur Turist Çay 200 g,72.9
Ahmad Tea Special Blend 400 Gr,629.9
Ahmad Tea English Breakfast 200 Gr,379.95
Doğadan Yeşil Çay Hindistan Cevizi&Papaya 18'li,94.5
Lipton Ice Tea Şeftali Şekersiz Kutu 330 ml,45.0
Lipton Yellow Label Çay 500 Gr Paket,225.9
"Lipton Ice Tea Limon Pet 1,5 L",70.0
Doğadan Böğürtlen 20'li,94.5
Fuse Tea Soğuk Çay Limon Aromalı İçecek 330 ml Kutu,45.0
Lipton Bitki Çayı İyi Geceler 18'li,89.95
Zen Bubble Tea Blue 350 ml,93.5
Zen Bubble Tea Red 350 ml,93.5
Didi Limon 250 ml Kutu,21.5
Lipton Earl Grey Dökme Çay 500 Gr,229.95
"Fuse Tea Soğuk Çay Çilek&Kavun 1,5 L",59.5
Fusetea Kavun Çilek 330 ml,40.0
Lipton Tiryaki Çay 1 Kg,299.95
Didi Şeftali 250 ml Kutu,21.5
Doğadan Mango Aromalı Matcha Yeşil Çay Tozu 25 g,250.0
Doğadan Zencefil Limonlu Çay 18'li,89.5
Lipton Doğu Karadeniz Çayı 500 Gr,179.95
Lipton Yeşil Çay Yumuşak İçim 20'li,94.5
Didi Soğuk Çay Limon Kutu 330 ml,22.75
Çaykur Bardak Poşet 100 'Lü 200 Gr,208.5
Lipton Form Kayısılı 20'li 40 Gr,94.5
Lipton Form Kirazlı 20'li 40 Gr,94.5
Doğadan Papatya Çayı 20'li,89.5
Fuse Tea Soğuk Çay Limon Aromalı İçecek Cam 250 ml,50.0
Doğadan Dökme Yeşil Çay Bergamot 50 g,113.5
Doğadan Yeşil Çay Nar Yaban Mersinli 20'li,94.5
Doğadan Dökme Yeşil Çay Ananaslı 50 g,113.5
Didi Soğuk Çay Limonlu 500 ml,25.9
Çaykur Filiz Çay 1000 Gr,329.95
Lipton Ice Tea Çilek Pet 1 L,48.0
Lipton Ice Tea Çilek Kutu 330 ml,45.0
Doğadan Yeşil Çay Mango&Lime 18'li,94.5
Çaykur Çay Çiçeği 200 Gr,74.5
Lipton Ice Tea Mango Kutu 6x330 ml,250.0
Lipton Yeşil Çay Bardak Poşet 20'li,94.5
Teekanne Nane Çayı 20'li,99.95
Teekanne Yaban Mersini Çayı 20'li,89.95
Teekanne Zencefil Limon Karışık Bitki Çayı 20'li,89.95
Teekanne Kiraz Karışık Meyve Çayı 20'li,89.95
Teekanne Cool Sensations Şeftali  Çarkıfelek Meyveli Poşet Çay 18'li,174.9
Teekanne Cool Sensations Çilek Portakallı Poşet Çay 18'li,174.9
"Lipton Ice Tea Mango Pet 1,5 L",70.0
Çaykur Burcum Yeşil Teneke Çay 100 Gr,94.5
Lipton Ice Tea Şeftali Kutu 4x250 ml,147.9
Lipton Doğu Karadeniz Demlik Poşet 48'li,79.9
Fuse Tea Soğuk Çay Karpuz Aromalı İçecek Kutu 330 ml,45.0
Fuse Tea Soğuk Çay Limon Aromalı İçecek Pet 1 Litre,60.0
Doğadan Limonlu Yeşil Çay 20'li,94.5
Lipton Rezene Çayı 20'li,89.95
Çaykur Altınbaş Çay 200 Gr,80.9
Fuse Tea Soğuk Çay Şeftali Aromalı İçecek Kutu 200 ml,35.0
Çaykur 42 Nolu Tirebolu Çayı 200 Gr,82.9
"Lipton Ice Tea Karpuz & Nane Pet 1,5 L",70.0
Lipton Slim Plus Ananas Hindistan Cevizi 20'li,64.5
Bayce Classic Taste 500 Gr,476.75
Lipton Doğu Karadeniz Demlik Çay 150 Adet,269.95
Naturali Kış Keyfi 100 Gr,179.95
Naturali Yeşil Çay 100 Gr,159.95
Naturali Kiraz Sapı 75 Gr,74.95
Naturali Papatya Çayı 50 G,129.95
Naturali Rezene Çayı 100 Gr,99.95
Doğadan Büyülü Bohça Vanilya Rooibos 10'lu 20 G,107.95
Herby No Stress Tea 30 G,104.9
Beta Kızıl Dem 48'li Demlik Poşet 154 G,149.5
Beta Tea Mate Bitki Çayı (Arjantin Çayı) Dünya Çayları Koleksiyonu 50 Gr,294.5
Beta Tea Nar Çayı (Türkiye) Dünya Çayları Koleksiyonu Kırmızı 50 Gr,294.5
Beta Tea Fas Nanesi (Çin Çayı) Dünya Çayları Koleksiyonu 50 Gr,294.5
Beta Dünya Çayı Sencha 50 Gr,435.75
Beta Kızım Dem Poşet Çay 100'lü 200 Gr,344.75
Beta Kızıl Dem Türk Çayı Bardak Poşet 25 X 2 Gr,101.75
Ahmad Tea Ceylon Dökme Çay 200 Gr,398.9
Herby Fit Tea Elma Sirkeli Ananaslı,104.9
Melez Balance Tea 50 Gr,350.0
Lipton Ice Tea Ahududu Aromalı 1 L,70.0
Beta Super Tea 500 Gr,784.0
Bayce Demlik Poşet Çay 100'lü 320 Gr,342.75
Beta Tea Selected Quality Teneke 500 Gr,1254.0
Beta Tea Yasemin İncisi (Çin Çayı) Dünya Çayları Koleksiyonu 50 Gr,578.0
Beta Tea Seylan Çayı (Sri Lanka Çayı) Dünya Çayları Koleksiyonu 50 Gr (Earl Grey - Bergamot - Tomurcuk Çayı),294.5
Champion Tea Champion Long Leaf Çay 500 Gr,784.0
Beta Tea Granül (Kenya Çayı) Dünya Çayları Koleksiyonu 50 Gr,294.5
Beta Tea Kayısı Çayı 20 Adet - Beta Welltea Reform Collection,81.75
Beta Tea Karışık Çay 20 Adet - Beta Welltea Reform Collection,81.75
Beta Kızıl Dem Türk Çayı 1000 Gr,317.5
Beta Kızıl Dem Türk Çayı 500gr,155.9
Beta Tea Portakallı Rooibos (Güney Afrika Çayı) Dünya Çayları Koleksiyonu 50 Gr,294.5
Efor Opa Ceylon Siyah Çay 400 g,295.95
Lipton Extra Yoğun Earl Grey 100 Gr,91.9
Melez Sleep Tea 50 Gr,350.0
Melez Wake Up Tea 50 Gr,350.0
Herby Sleep Tea Karışık Bitki Çayı 36 G,104.9
Melez Beauty Tea 50 Gr,440.0
Melez Golden Turmeric 80 G,320.0
Bayce Pekoe Ceylon Çay 500 Gr,593.0
Ofçay Bitane Earl Grey Tea 25 X 2g Bardak,72.45
Carrefour Süzen Poşet Çay 25 Adet,29.0
Doğadan Gizli Bahçe Bardak Poşet Çay 100'lü,269.95
Bayce Opa Ceylon 500 Gr,593.0
Çaykur Yasemin Melissalı 40 Gr,43.5
Ahmad Tea English No1 Demlik Poşet Çay 48'li,239.5
Assam Masala Hindistan Çayı Dünya Çayları Koleksiyonu 50 g,294.5
Boba Co Çilek&Limonata Bubble Tea 330 ml,111.5
Ahmad Tea English Breakfast Demlik Poşet Çay 100'lü,468.5
Champion Tea Champion Ceylan Tea Poşet 100x2 G,654.0
Ahmad Tea Ceylon Demlik Poşet Çay 48'li,239.5
Ahmad Tea English No1 Bardak Poşet Çay 25'li,125.5
Beta Herbtea Collection Adaçayı 20 Adet,81.75
Beta Herbtea Collection Zencefil Limon Çayı 20 Adet,81.75
Beta Herbtea Collection Papatya Çayı 20 Adet,81.75
Beta Herbtea Collection Ihlamur Çayı 20 Adet,81.75
Beta Herbtea Collection Rezene Çayı 20 Adet,81.75
Beta Fruitea Collection Elma Çayı 20 Adet,81.75
Beta Herbtea Collection Nane Limon Çayı 20 Adet,81.75
Güzel Ada Gıda Organik Açai Tozu 50 Gr,342.9
Lipton Adaçayı 20'li,89.95
"Beta Yüksek Tepeler Demlik Poşet Çay 3,2 Gr X 100 Adet",249.5
Beta Fusion Collection Portakal Çiçeği Siyah Çay 75 g,139.0
Beta Fusion Collection Karışık Meyve Siyah Çay 75 g,139.0
Beta Tea Taç Yaprak 1000 Gr,336.5
Beta Tea Taç Yaprak Bardak Poşet 25'li,121.9
Ahmad Tea Earl Grey Demlik Poşet Çay 100 Gr,446.0
Tamek Ice Tea Karpuz Çilek 330 ml,26.36
Çaykur Yeşil Süzen Çay Limonlu 40 G,43.5
Tikveşli Salep 970 ml,69.0
Exotic Portakal Nar Suyu 750 ml,109.95
Exotic Portakal Suyu 750 ml,99.95
Cappy Ramazan Şerbeti 1 Litre,65.0
Carrefour Tam Yağlı Ayran 1500 Ml,54.9
Carrefour Tam Yağlı Ayran 200 Ml,9.5
Doğanay Şalgam Suyu Acılı 1000 ml,41.0
Sütaş Ayran 2 lt,86.95
Sizzle-Pop Dancing Friends Ananas Mango Yaban Mersini 200 Ml,17.5
Altınkılıç Kefir Sade 1000 Ml,94.5
Dimes Karışık Meyveli 200 ml Tetra Paket,17.5
Dimes Şeftali Nektarı 200 ml Tetra Paket,17.5
Dimes Meyvesuyu Kayısı 200 ml,17.5
Pınar Limonata 1 L,39.95
Tamek Karışık Nektar 200 ml,11.2
Exotic Portakal Suyu 300 cc,58.0
Uludağ Limonata Şekersiz 1 Litre Pet,52.5
Sütaş Ayran 1 lt,56.95
Uludağ Limonata 1 Litre Pet,52.5
Doğanay Şalgam Suyu Acısız 1000 ml,41.0
Sizzle-Pop Stay Funny Havuç Kırmızı Elma Çilek 200 Ml,17.5
Eker Kefir Şeftali - Kayısı 200 Ml,35.95
Tamek Limo Elma Aromalı Limonata 200 ml,11.2
İçim Kefir Çilekli 250 Ml,35.95
Sek Kefir Probiyotik Sade 250 ml,39.95
Tamek Şeftali Nektarı 200 ml,11.2
Exotic Portakal Havuç Suyu 750 ml,104.95
İçim Probiyotik İçecek Ahududu&Hibiskus 250 ml,42.95
Tamek Limo Çilek Aromalı Limonata 200 ml,11.2
Uludağ Ramazan Şerbeti 1 Litre,59.9
Altınkılıç Laktozsuz Kefir 1000 Ml,115.5
İçim Ayran 2 L,84.95
Cappy Ananas Tetra Paket 1 Litre,58.0
Eker Kefir Sade 200 Ml,35.95
Altınkılıç Kefir Sade 250 Ml,51.45
Doğanay Limonata Şekersiz  1L,35.0
Eker Kefir 1 Litre,92.5
Cappy Vişne Tetra 1L,58.0
İçim Ayran 200 Gr,13.5
Tamek Limo Tropik Meyve Aromalı Limonata 200 ml,11.2
Eker Ayran 1500 Ml,92.95
İçim Kefir Sade 250 Ml,35.95
Doğanay Limonata Sade  1 L,35.0
Pınar Şekersiz Limonata 1 L,39.95
"Cappy Atom Ballı, Karışık Meyve Suyu Karton Kutu 1 Litre",58.0
Sütaş Kaf Kefir 250 ml,46.75
Altınkılıç Laktozsuz Kefir 250 Ml,51.45
İçim Kefir Ananas&Şeftali 250 Ml,35.95
Exotic Havuç Portakal Suyu 300 cc,59.95
Tamek %100 Domates Suyu 1 Litre,70.95
Yörüksüt Ayran 1000 ml,49.95
Cappy Meyve Suyu Karışık 1 L,58.0
Cappy Bahçe Şeftalili Meyve Suyu Karton Kutu 1 Litre,58.0
Cappy Bahçe Portakallı Meyve Suyu Karton Kutu 1 Litre,58.0
Doğanay Acılı Şalgam Suyu 300 ml,19.9
İçim Orman Meyveli Kefir 1 Litre,106.95
İçim Aronya Ve Karadutlu Kefir 250 ml,35.95
Sütaş Ayran 200 ml,15.0
İçim Orman Meyveli Kefir 250 Ml,35.95
Cappy Pulpy Portakallı Meyve Suyu Pet 1 Litre,75.0
Sütaş Ayran 300 ml,21.95
Cappy Karışık 200 ml,17.5
Dimes %100 Elma Nektarı 180 ml Tetra Paket,17.5
Sütaş Kaf Kefir Orman Meyveli 1 L,119.95
Exotic Portakal Nar Suyu 300 cc,64.95
Dimes Karışık Meyve 1 Litre Tetra Paket,70.0
Sek Probiyotik Kefir Orman Meyveli 250 M,39.95
Eker Tombul Ayran 293 Ml,29.5
Kavaklıdere Üzüm Suyu 200 ml Beyaz,73.5
Sütaş Kaf Kefir Çilekli 250 ml,46.75
Cappy Bahçe Kayısılı Meyve Suyu Karton Kutu 1 Litre,58.0
Sek Ekşi Maya Ayran 1 L,114.95
Dimes Active Ananas Meyve Suyu Nektarı 1 Litre,70.0
Cappy Cool Pink 1 L,50.0
Dimes Active Vişne İçeceği 1 Litre Tetra Paket,70.0
Eker Ananaslı Kefir 200 Ml,35.95
Doğanay Gurme Şalgam Sade 1Lt,59.5
Doğanay Gurme Şalgam Acılı 1 Lt,59.5
Sek Kefir Probiyotik Ananaslı 250 ml,39.95
Cappy Bahçe Kayısılı Meyve Suyu Karton Kutu 200 ml,17.5
Cappy Atom 330 ml Kutu,45.0
Dimes Şeftali Nektarı 1 Litre Tetra Paket,70.0
Altınkılıç Kefirix Orman 250 Ml,51.45
Altınkılıç Kefirix Ballı & Muzlu 250 Ml,51.45
Altınkılıç Kefirix Çilek 250 Ml,51.45
Yörüksüt Ayran 275 ml,13.5
Tamek Kayısı Nektarı 1 Litre,60.95
Cappy Pulpy Karışık Meyveli İçecek Pet 1 lt,75.0
Kilikya Şalgam 1 Litre Acılı,41.5
"Cappy Atom Ballı, Karışık Meyve Suyu Karton Kutu 200 ml",17.5
İçim Kefir Çilekli 1 Litre,106.95
Doğanay Şalgam Suyu Sade 300 ml,19.9
Naren %100 Sıkma Nar Suyu 250 ml Cam Şişe,64.95
Siri Ananas Aromalı Bubble Tea 350 Ml,49.95
Dimes % 100 Kırmızı Meyveler 1  lt,100.0
Kilikya Şalgam 1 Litre Normal,41.5
İçim Ekşi Ayran 1 L,71.9
Dimes %100 Elma Suyu 1 Litre,100.0
Cappy Cool Hibiscus 1 L,70.0
Sek Hazır Salep 1 Litre,95.0
Sütaş Kaf Kefir Sade 1000 ml,116.75
Vefa Boza 1 lt,209.9
Eker Orman Meyveli Kefir 200 Ml,35.95
